tweet_id;text
1342061378799099905;meetthelocals
1342061378799099905;wildlifephotography
1342061378799099905;funnycaption
1342061387187703808;NorthLawrence
1342061387187703808;traffic
1342061403969085440;JioMart
1342061403969085440;Shame
1342061403989893120;GetWellSoonTaeyong
1342061403989893120;LeaderTaeyongWeLoveYou
1342061403989893120;TAEYONG
1342061403989893120;태용
1342061403981500416;BREAKING
1342061403981500416;BCCI
1342061403981500416;IPL
1342061412391260161;tier4
1342061412374306820;TREASURE_HLA2021
1342061412374306820;TREASURE
1342061412374306820;HLA_2021
1342061416581267457;TREASURE_HLA2021
1342061416581267457;TREASURE
1342061416581267457;HLA_2021
1342061416585445376;BlackfullaTwitter
1342061420758777861;THEBOYZ_HLA2021
1342061420758777861;더보이즈
1342061420758777861;THEBOYZ
1342061420775579649;THEBOYZ_HLA2021
1342061420775579649;더보이즈
1342061420775579649;THEBOYZ
1342061420771303426;GetWellSoonTaeyong
1342061420771303426;LeaderTaeyongWeLoveYou
1342061420771303426;TAEYONG
1342061420771303426;태용
1342061429155713024;StrayKids
1342061429155713024;스트레이키즈
1342061437519159297;indianmalls
1342061437519159297;nexusmalls
1342061437519159297;wonderone
1342061437519159297;cinepolisindia
1342061437519159297;nowwatching
1342061437519159297;nowscreening
1342061437519159297;AhmedabadOneMall
1342061437519159297;Ahmedabad
1342061458528595971;Coast2Coast
1342061462697590784;ATEEZ_HLA2021
1342061462697590784;HLA2021
1342061462684983299;GetWellSoonTaeyong
1342061462684983299;LeaderTaeyongWeLoveYou
1342061462684983299;Taeyong
1342061462684983299;태용
1342061462684983299;NCTsmtown
1342061462684983299;NCTsmtown127
1342061466879471617;BrexitDeal
1342061466896236544;christmaseve
1342061466896236544;bekind
1342061471073591299;TREASURE_HLA2021
1342061471073591299;TREASURE
1342061471073591299;HLA_2021
1342061471103033347;COVID19nsw
1342061471103033347;agedcare
